,Unnamed: 0,ts,ID,DLC,bin
3714,0,0.0,217,8,1111111111111111000000110000000000000000000000000000000001100000
23639,3,0.002734,17A,8,0011001000000110010100001010101000000000001100000011001000000000
29969,5,0.003156,0C6,8,0111110101011111100000000000000010000000000000011010111001110100
5219,6,0.003403,12E,8,1100101110000000000000000111111111100000111111111111111100000000
19974,7,0.003651,17E,8,100011111111
26650,8,0.003896,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18171,9,0.004133,211,8,0100011000000000111111111111111100001010000000000000000011101011
1918,10,0.004379,242,8,0000000000000000111111111110111111111110000000000000110100000000
8842,12,0.00477,29C,8,0000000000000000000000000000000011111111111111110000000000000000
1165,13,0.00502,354,8,0
35691,4,0.006702,2B7,6,100100110100010000000000000001110111101000000000
15160,15,0.007385,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10347,17,0.007833,189,8,0011001000000010110001010011110010010000110000100000000000000000
3417,19,0.010041,4F8,8,0101100000010000001100001111111111111111000000111111111100000000
23640,20,0.012737,17A,8,0011001000000110010100001010101000000000001100000011001000000000
29970,22,0.013161,0C6,8,0111110101011111100000000000000010000000000000011011000001110010
35692,29,0.013405,2B7,6,101000000000110000001110000000000000000011110000
5220,23,0.013406,12E,8,1100101010000000000000000111111111100000111111111111111100000000
19975,24,0.013654,17E,8,100011111111
26651,25,0.013901,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13356,26,0.014146,29A,8,10011111011
14859,28,0.014556,350,8,1100011100100011010111010110001100010100110010001001010010000101
15161,31,0.016934,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10348,33,0.01738,189,8,0011001000000010110001010011110010010000110000100000000000000000
3715,35,0.018966,217,8,1111111111111111000000110000000000000000000000000000000001100000
35693,27,0.020107,2B7,6,110010100000000011100000111111111111111000000001
23641,41,0.022731,17A,8,0011001000000110010100001010101000000000001100000011001000000000
29971,43,0.023149,0C6,8,0111110101011111100000000000000010000000000000011011001001110000
5221,44,0.023393,12E,8,1100101010000000000000000111111111100000111111111111111100000000
19976,45,0.023641,17E,8,100011111111
26652,46,0.023887,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18172,47,0.024123,211,8,0100011000000000111111111111111100001010000000000000000011101100
1919,48,0.02437,242,8,0000000000000000111111111110111111111110000000000000110100000000
8843,50,0.02476,29C,8,0000000000000000000000000000000011111111111111110000000000000000
43513,30,0.025003,653,5,0101110100010000101100110101001011001000
29667,52,0.025168,55D,8,0000011000011101111101000000111110010001100000000000000010000000
35694,21,0.026809,2B7,6,100100010100010000000000000010001101100100000000
15162,53,0.026815,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10349,55,0.027261,189,8,0011001000000010110001010011110010010000110000100000000000000000
45647,18,0.027667,68B,7,01100100001100100000100000000000000001101111011000000100
23642,63,0.03274,17A,8,0011001000000110010100001010101000000000001100000011001000000000
29972,65,0.033161,0C6,8,0111110101011111100000000000000010000000000000011011010001101110
41701,1,0.033323,62C,2,1010101011111110
44721,112,0.033329,65C,4,11010000111111001010010000000000
33879,16,0.033334,5D7,8,1000011000011001101111000011000110100011001000000000000000100010
34785,11,0.033337,564,3,000001100000000000000000
47726,39,0.033345,500,6,010010000000000000000110000000000000000000000000
42607,59,0.033353,668,3,111100110000000000000100
40197,97,0.033362,2B9,4,00111000110000000000000000000000
5222,66,0.033408,12E,8,1100101110000000000000000111111111100000111111111111111100000000
35695,72,0.033512,2B7,6,101000010000110000001110000000000000000011110000
46829,134,0.033656,657,3,100010110000100000000000
19977,67,0.033656,17E,8,100011111111
26653,68,0.033903,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13357,69,0.034149,29A,8,10111111010
15163,73,0.03697,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10350,75,0.037416,189,8,0011001000000010110001010011110010010000110000100000000000000000
3716,77,0.039024,217,8,1111111111111111000000110000000000000000000000000000000001100000
35696,71,0.040214,2B7,6,110010110000000011100000111111111111111000000001
23643,81,0.042722,17A,8,0011001000000110010100001010101000000000001100000011001000000000
29973,83,0.043142,0C6,8,0111110101011111100000000000000010000000000000011011011001101100
5223,84,0.043389,12E,8,1100101110000000000000000111111111100000111111111111111100000000
19978,85,0.043637,17E,8,100011111111
26654,86,0.043883,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18173,87,0.044119,211,8,0100011000000000111111111111111100001010000000000000000011101011
1920,88,0.044366,242,8,0000000000000000111111111110111111111110000000000000110100000000
8844,90,0.044756,29C,8,0000000000000000000000000000000011111111111111110000000000000000
1166,91,0.045006,354,8,0
35697,42,0.046917,2B7,6,100110110100010000000000000010011001010100000000
15164,92,0.047345,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10351,94,0.047796,189,8,0011001000000010110001010011110010010000110000100000000000000000
0,96,0.048937,5DE,8,1000010
43514,51,0.050007,653,5,1100010101011101000000000000000001000100
41103,135,0.050504,218,2,1001011100000010
33283,153,0.050781,3B7,7,00111001000000000000000000000000111111100000000000000000
8238,99,0.052766,4AD,8,0000000011111111111111110000000000000000000000000000000000000000
29974,101,0.053189,0C6,8,0111110101011111100000000000000010000000000000011011100001101010
5224,102,0.053429,12E,8,1100101010000000000000010111111111100000111111111111111100000000
35698,109,0.053619,2B7,6,101011000000110000001110000000000000000011110000
23644,103,0.053665,17A,8,0011001000000110010100001010101000000000001100000011001000000000
19979,104,0.053913,17E,8,100011111111
26655,105,0.054159,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13358,106,0.054405,29A,8,11011111001
8540,108,0.054838,2C2,8,0000010100111011000000000000000000000000000000000000000000000000
302,110,0.05527,3F7,8,0000100000000000000001000000000000000000000000000000000000000000
45648,2,0.055334,68B,7,11110010111111111111111111111111111111111111111111110000
15165,114,0.056871,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10352,116,0.057319,189,8,0011001000000010110001010011110010010000110000100000000000000000
3717,118,0.058889,217,8,1111111111111111000000110000000000000000000000000000000001100000
23340,121,0.059565,2BC,8,1001010010101001001001011101100001100110100101001001111100110110
35699,107,0.060321,2B7,6,110011100000000011100000111111111111111000000001
23645,122,0.062722,17A,8,0011001000000110010100001010101000000000001100000011001000000000
29975,124,0.063143,0C6,8,0111110101011111100000000000000010000000000000011011101001101000
5225,125,0.063384,12E,8,1100101010000000000000010111111111100000111111111111111100000000
19980,126,0.063632,17E,8,100011111111
26656,127,0.063878,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18174,128,0.064114,211,8,0100011000000000111111111111111100001010000000000000000011101011
1921,129,0.064361,242,8,0000000000000000111111111110111111111110000000000000110100000000
8845,131,0.064751,29C,8,0000000000000000000000000000000011111111111111110000000000000000
41702,202,0.066646,62C,2,1110011110000
44722,182,0.066658,65C,4,11001010111100010010000000011011
33880,180,0.066668,5D7,8,1111100100000000100010100001100001110010110000011101111010101111
34786,203,0.066674,564,3,101111000000001010000000
47727,160,0.066691,500,6,010110000001000010010000010011010010000001100000
42608,61,0.066706,668,3,110010000000000000000000
40198,98,0.066725,2B9,4,11010010110000000000000000000000
15166,136,0.066866,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
35700,64,0.067024,2B7,6,110100010100010000000000000010100100000100000000
46830,141,0.067311,657,3,111000100011111001000100
10353,138,0.067315,189,8,0011001000000010110001010011110010010000110000100000000000000000
